"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-14","64","73","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-15","68","77","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-16","63","70","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-17","61","69","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-18","62","70","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-19","62","70","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-20","53","57","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-21","59","71","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-22","57","63","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-23","57","64","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-24","56","64","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-25","51","53","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-26","55","59","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-27","68","79","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-28","68","79","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-29","65","75","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-30","66","75","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-05-31","68","79","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-01","61","68","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-02","62","69","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-03","63","70","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-04","72","82","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-05","77","88","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-06","77","86","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-07","77","87","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-08","83","93","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-09","80","88","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-10","76","82","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-11","78","85","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-12","80","87","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-13","82","88","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-14","85","91","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-15","73","84","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-16","70","78","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-17","67","74","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-18","69","76","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-19","67","72","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-20","68","77","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-21","71","82","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-22","74","82","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-23","70","78","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-24","74","84","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-25","80","91","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-26","83","92","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-27","75","78","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-28","79","87","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-29","79","85","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-06-30","77","82","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-01","77","82","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-02","76","82","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-03","72","79","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-04","73","83","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-05","75","81","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-06","76","82","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-07","69","73","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-08","64","66","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-09","72","81","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-10","79","90","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-11","81","91","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-12","77","85","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-13","73","77","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-14","78","82","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-15","79","85","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-16","78","82","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-17","78","81","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-18","83","89","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-19","85","91","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-20","83","89","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-21","82","91","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-22","83","93","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-23","79","85","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-24","78","88","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-25","81","91","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-26","86","96","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-27","85","97","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-28","76","82","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-29","78","86","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-30","80","88","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-07-31","76","83","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-01",,"87","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-02",,"94","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-03",,"97","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-04",,"95","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-05",,"98","79"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-06",,"89","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-07",,"86","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-08",,"83","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-09",,"83","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-10",,"89","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-11",,"97","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-12",,"96","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-13",,"99","80"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-14",,"96","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-15",,"77","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-16",,"76","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-17",,"88","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-18",,"81","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-19",,"77","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-20",,"83","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-21",,"93","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-22",,"89","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-23",,"82","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-24",,"80","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-25",,"82","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-26",,"84","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-27",,"81","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-28",,"81","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-29",,"85","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-30",,"85","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-08-31",,"87","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-01",,"84","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-02",,"89","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-03",,"82","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-04",,"82","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-05",,"81","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-06",,"82","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-07",,"82","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-08",,"87","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-09",,"81","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-10",,"83","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-11",,"80","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-12",,"90","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-13",,"92","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-14",,"83","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-15",,"85","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-16",,"82","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-17",,"85","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-18",,"83","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-19",,"85","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-20",,"82","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-21",,"83","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-22",,"85","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-23",,"87","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-24",,"71","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-25",,"71","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-26",,"78","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-27",,"77","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-28",,"74","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-29",,"75","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-09-30",,"67","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-01",,"73","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-02",,"80","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-03",,"78","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-04",,"77","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-05",,"79","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-06",,"77","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-07",,"76","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-08",,"73","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-09",,"59","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-10",,"61","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-11",,"64","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-12",,"58","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-13",,"60","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-14",,"62","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-15",,"72","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-16",,"63","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-17",,"64","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-18",,"70","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-19",,"69","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-20",,"62","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-21",,"56","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-22",,"55","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-23",,"54","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-24",,"52","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-25",,"50","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-26",,"51","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-27",,"48","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-28",,"50","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-29",,"48","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-30",,"67","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-10-31",,"68","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-01",,"69","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-02",,"57","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-03",,"65","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-04",,"68","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-05",,"72","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-06",,"69","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-07",,"62","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-08",,"63","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-09",,"62","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-10",,"62","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-11",,"47","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-12",,"56","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-13",,"65","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-14",,"65","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-15",,"62","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-16",,"68","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-17",,"46","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-18",,"41","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-19",,"46","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-20",,"57","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-21",,"53","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-22",,"48","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-23",,"36","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-24",,"49","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-25",,"33","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-26",,"42","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-27",,"52","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-28",,"62","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-29",,"63","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-11-30",,"63","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-01",,"47","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-02",,"43","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-03",,"36","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-04",,"34","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-05",,"35","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-06",,"37","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-07",,"32","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-08",,"32","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-09",,"38","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-10",,"36","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-11",,"39","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-12",,"37","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-13",,"26","17"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-14",,"24","14"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-15",,"38","18"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-16",,"54","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-17",,"41","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-18",,"40","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-19",,"37","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-20",,"36","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-21",,"33","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-22",,"37","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-23",,"51","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-24",,"55","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-25",,"54","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-26",,"53","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-27",,"43","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-28",,"50","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-29",,"51","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-30",,"47","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-12-31",,"36","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-01",,"42","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-02",,"48","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-03",,"40","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-04",,"38","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-05",,"50","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-06",,"43","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-07",,"35","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-08",,"46","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-09",,"60","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-10",,"49","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-11",,"52","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-12",,"57","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-13",,"54","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-14",,"57","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-15",,"32","16"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-16",,"32","16"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-17",,"44","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-18",,"58","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-19",,"47","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-20",,"61","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-21",,"63","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-22",,"43","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-23",,"40","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-24",,"46","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-25",,"42","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-26",,"35","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-27",,"43","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-28",,"58","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-29",,"53","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-30",,"64","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-01-31",,"42","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-01",,"41","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-02",,"52","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-03",,"62","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-04",,"53","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-05",,"55","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-06",,"39","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-07",,"43","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-08",,"36","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-09",,"36","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-10",,"37","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-11",,"36","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-12",,"28","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-13",,"36","19"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-14",,"41","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-15",,"56","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-16",,"59","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-17",,"58","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-18",,"35","15"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-19",,"30","15"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-20",,"36","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-21",,"41","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-22",,"45","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-23",,"48","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-24",,"42","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-25",,"50","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-26",,"29","18"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-27",,"30","18"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-02-28",,"33","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-01",,"41","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-02",,"35","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-03",,"33","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-04",,"39","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-05",,"45","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-06",,"43","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-07",,"44","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-08",,"49","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-09",,"51","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-10",,"74","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-11",,"63","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-12",,"55","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-13",,"62","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-14",,"62","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-15",,"45","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-16",,"48","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-17",,"46","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-18",,"42","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-19",,"42","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-20",,"41","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-21",,"44","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-22",,"46","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-23",,"54","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-24",,"52","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-25",,"47","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-26",,"51","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-27",,"58","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-28",,"56","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-29",,"63","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-30",,"67","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-03-31",,"70","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-01",,"75","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-02",,"68","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-03",,"58","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-04",,"55","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-05",,"47","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-06",,"53","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-07",,"66","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-08",,"63","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-09",,"58","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-10",,"62","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-11",,"68","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-12",,"64","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-13",,"78","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-14",,"67","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-15",,"80","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-16",,"67","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-17",,"63","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-18",,"72","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-19",,"75","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-20",,"83","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-21",,"62","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-22",,"47","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-23",,"62","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-24",,"62","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-25",,"71","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-26",,"60","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2006-04-27",,"74","48"
