"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-01-28",,"34","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-01-29",,"36","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-01-30",,"39","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-01-31",,"31","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-01",,"30","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-02",,"38","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-03",,"34","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-04",,"34","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-05",,"43","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-06",,"45","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-07",,"45","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-08",,"41","18"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-09",,"29","15"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-10",,"29","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-11",,"37","19"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-12",,"40","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-13",,"46","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-14",,"58","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-15",,"37","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-16",,"48","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-17",,"63","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-18",,"67","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-19",,"54","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-20",,"40","21"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-21",,"37","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-22",,"36","16"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-23",,"40","21"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-24",,"44","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-25",,"57","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-26",,"43","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-27",,"50","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-02-28",,"60","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-01",,"46","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-02",,"53","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-03",,"33","20"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-04",,"41","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-05",,"61","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-06",,"54","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-07",,"53","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-08",,"48","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-09",,"45","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-10",,"53","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-11",,"55","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-12",,"56","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-13",,"53","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-14",,"45","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-15",,"47","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-16",,"57","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-17",,"65","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-18",,"77","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-19",,"59","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-20",,"51","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-21",,"45","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-22",,"50","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-23",,"40","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-24",,"44","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-25",,"42","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-26",,"40","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-27",,"45","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-28",,"45","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-29",,"49","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-30",,"53","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-03-31",,"43","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-01",,"44","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-02",,"55","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-03",,"58","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-04",,"63","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-05",,"67","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-06",,"55","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-07",,"52","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-08",,"49","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-09",,"58","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-10",,"56","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-11",,"81","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-12",,"72","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-13",,"50","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-14",,"69","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-15",,"56","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-16",,"55","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-17",,"61","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-18",,"63","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-19",,"53","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-20",,"65","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-21",,"63","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-22",,"51","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-23",,"61","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-24",,"80","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-25",,"75","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-26",,"83","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-27",,"75","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-28",,"72","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-29",,"69","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-04-30",,"67","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-01",,"69","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-02",,"63","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-03",,"75","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-04",,"64","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-05",,"65","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-06",,"72","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-07",,"72","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-08",,"74","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-09",,"71","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-10",,"75","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-11",,"71","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-12",,"74","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-13",,"67","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-14",,"64","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-15",,"69","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-16",,"62","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-17",,"60","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-18",,"67","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-19",,"75","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-20",,"64","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-21",,"78","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-22",,"58","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-23",,"67","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-24",,"81","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-25",,"84","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-26",,"78","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-27",,"83","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-28",,"84","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-29",,"82","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-30",,"86","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-05-31",,"89","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-01",,"90","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-02",,"80","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-03",,"76","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-04",,"75","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-05",,"70","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-06",,"81","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-07",,"87","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-08",,"94","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-09",,"95","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-10",,"87","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-11",,"72","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-12",,"74","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-13",,"73","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-14",,"72","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-15",,"83","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-16",,"84","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-17",,"76","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-18",,"83","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-19",,"83","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-20",,"81","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-21",,"82","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-22",,"80","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-23",,"71","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-24",,"70","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-25",,"80","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-26",,"79","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-27",,"82","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-28",,"83","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-29",,"82","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-06-30",,"82","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-01",,"83","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-02",,"86","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-03",,"74","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-04",,"86","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-05",,"87","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-06",,"89","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-07",,"92","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-08",,"85","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-09",,"88","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-10",,"86","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-11",,"91","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-12",,"93","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-13",,"86","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-14",,"84","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-15",,"87","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-16",,"90","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-17",,"91","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-18",,"95","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-19",,"94","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-20",,"89","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-21",,"97","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-22",,"104","84"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-23",,"100","83"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-24",,"91","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-25",,"80","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-26",,"90","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-27",,"84","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-28",,"87","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-29",,"84","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-30",,"91","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-07-31",,"91","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-01",,"94","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-02",,"91","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-03",,"88","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-04",,"84","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-05",,"86","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-06",,"85","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-07",,"89","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-08",,"90","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-09",,"83","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-10",,"86","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-11",,"82","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-12",,"84","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-13",,"85","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-14",,"72","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-15",,"77","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-16",,"78","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-17",,"86","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-18",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-19",,"84","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-20",,"85","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-21",,"84","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-22",,"77","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-23",,"79","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-24",,"80","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-25",,"78","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-26",,"83","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-27",,"78","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-28",,"75","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-29",,"77","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-30",,"82","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-08-31",,"85","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-01",,"83","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-02",,"78","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-03",,"83","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-04",,"86","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-05",,"81","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-06",,"75","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-07",,"68","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-08",,"79","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-09",,"84","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-10",,"80","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-11",,"71","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-12",,"80","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-13",,"82","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-14",,"85","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-15",,"76","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-16",,"65","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-17",,"65","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-18",,"68","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-19",,"68","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-20",,"68","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-21",,"73","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-22",,"80","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-23",,"73","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-24",,"76","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-25",,"80","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-26",,"80","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-27",,"77","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-28",,"74","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-29",,"73","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-09-30",,"76","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-01",,"67","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-02",,"64","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-03",,"58","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-04",,"63","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-05",,"71","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-06",,"67","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-07",,"66","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-08",,"77","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-09",,"84","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-10",,"81","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-11",,"73","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-12",,"63","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-13",,"66","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-14",,"70","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-15",,"65","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-16",,"66","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-17",,"65","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-18",,"68","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-19",,"62","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-20",,"67","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-21",,"56","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-22",,"60","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-23",,"59","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-24",,"61","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-25",,"62","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-26",,"62","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-27",,"61","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-28",,"49","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-29",,"45","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-30",,"46","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-10-31",,"53","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-01",,"55","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-02",,"57","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-03",,"59","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-04",,"53","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-05",,"49","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-06",,"54","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-07",,"62","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-08",,"68","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-09",,"65","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-10",,"67","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-11",,"48","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-12",,"57","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-13",,"61","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-14",,"69","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-15",,"65","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-16",,"59","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-17",,"53","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-18",,"46","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-19",,"51","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-20",,"65","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-21",,"59","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-22",,"50","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-23",,"53","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-24",,"54","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-25",,"61","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-26",,"65","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-27",,"63","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-28",,"70","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-29",,"66","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-11-30",,"52","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-01",,"50","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-02",,"52","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-03",,"47","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-04",,"55","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-05",,"59","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-06",,"62","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-07",,"62","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-08",,"45","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-09",,"52","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-10",,"46","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-11",,"39","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-12",,"44","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-13",,"47","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-14",,"50","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-15",,"59","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-16",,"59","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-17",,"42","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-18",,"31","22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-19",,"47","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-20",,"48","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-21",,"62","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-22",,"58","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-23",,"49","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-24",,"36","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-25",,"46","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-26",,"45","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-27",,"57","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-28",,"50","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-29",,"38","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-30",,"51","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2011-12-31",,"54","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-01",,"52","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-02",,"50","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-03",,"33","15"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-04",,"27","13"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-05",,"40","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-06",,"53","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-07",,"62","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-08",,"46","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-09",,"41","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-10",,"47","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2012-01-11",,"48","37"
